iter	Passed	Remaining
426	685	919
427	686	917
428	687	915
429	688	912
430	689	910
431	690	908
432	691	906
433	693	903
434	694	901
435	695	899
436	696	897
437	698	895
438	699	893
439	700	891
440	701	889
441	703	887
442	704	886
443	706	884
444	707	882
445	708	880
446	710	878
447	711	876
448	712	874
449	714	873
450	715	871
451	717	869
452	718	867
453	719	865
454	721	863
455	722	862
456	724	860
457	725	858
458	726	856
459	728	854
460	729	853
461	731	851
462	732	849
463	734	847
464	735	846
465	736	844
466	738	842
467	739	841
468	741	839
469	743	838
470	745	837
471	746	835
472	748	833
473	749	832
474	751	830
475	752	828
476	754	827
477	755	825
478	757	823
479	758	822
480	760	820
481	762	819
482	763	817
483	765	816
484	767	814
485	768	813
486	770	811
487	771	809
488	773	808
489	774	806
490	776	805
491	778	803
492	779	801
493	781	800
494	782	798
495	784	797
496	785	795
497	787	793
498	788	792
499	790	790
500	792	789
501	793	787
502	795	785
503	797	784
504	798	782
505	800	781
506	801	779
507	803	777
508	804	776
509	806	774
510	807	773
511	809	771
512	811	769
513	812	768
514	814	766
515	816	766
516	819	765
517	821	764
518	822	762
519	823	760
520	824	758
521	826	756
522	827	754
523	828	752
524	829	750
525	830	748
526	832	746
527	833	745
528	834	743
529	835	741
530	837	739
531	838	737
532	839	735
533	840	733
534	841	731
535	843	729
536	844	727
537	845	726
538	846	724
539	847	722
540	848	720
541	850	718
542	851	716
543	852	714
544	854	713
545	855	711
546	856	709
547	857	707
548	859	706
549	861	704
550	863	703
551	864	701
552	866	700
553	867	698
554	868	696
555	870	694
556	871	693
557	873	691
558	874	690
559	876	688
560	877	686
561	878	684
562	880	683
563	881	681
564	882	679
565	884	677
566	885	676
567	886	674
568	887	672
569	889	670
570	890	668
571	891	667
572	892	665
573	893	663
574	894	661
575	895	659
576	897	657
577	898	655
578	899	653
579	900	652
580	901	650
581	902	648
582	903	646
583	905	644
584	906	642
585	907	641
586	908	639
587	910	637
588	911	636
589	913	634
590	914	632
591	915	631
592	916	629
593	918	627
594	919	626
595	921	624
596	922	622
597	923	620
598	924	619
599	926	617
600	927	615
601	928	614
602	930	612
603	931	610
604	932	609
605	934	607
606	935	605
607	936	604
608	938	602
609	939	600
610	940	598
611	942	597
612	943	595
613	946	595
614	948	593
615	949	592
616	951	590
617	952	588
618	953	587
619	955	585
620	956	583
621	958	582
622	959	580
623	961	579
624	962	577
625	964	575
626	965	574
627	966	572
628	967	570
629	969	569
630	970	567
631	971	565
632	973	564
633	974	562
634	975	560
635	977	559
636	978	557
637	979	555
638	980	553
639	981	552
640	982	550
641	983	548
642	985	546
643	986	545
644	987	543
645	988	541
646	990	540
647	991	538
648	993	537
649	994	535
650	995	533
651	997	532
652	998	530
653	999	528
654	1000	527
655	1002	525
656	1003	523
657	1004	522
658	1006	520
659	1007	518
660	1008	517
661	1009	515
662	1010	513
663	1011	512
664	1012	510
665	1014	508
666	1015	506
667	1016	505
668	1017	503
669	1018	501
670	1019	499
671	1020	498
672	1021	496
673	1022	494
674	1023	492
675	1024	491
676	1025	489
677	1026	487
678	1028	486
679	1030	484
680	1031	483
681	1033	481
682	1034	480
683	1035	478
684	1037	476
685	1038	475
686	1039	473
687	1041	472
688	1042	470
689	1043	469
690	1045	467
691	1047	466
692	1048	464
693	1049	462
694	1051	461
695	1052	459
696	1054	458
697	1055	456
698	1056	455
699	1058	453
700	1059	451
701	1060	450
702	1062	448
703	1063	447
704	1065	445
705	1065	443
706	1067	442
707	1068	440
708	1069	438
709	1070	437
710	1071	435
711	1072	433
712	1073	432
713	1074	430
714	1075	428
715	1076	427
716	1078	425
717	1079	423
718	1080	422
719	1081	420
720	1082	418
721	1083	417
722	1084	415
723	1085	413
724	1086	412
725	1087	410
726	1088	408
727	1089	407
728	1090	405
729	1091	403
730	1092	402
731	1093	400
732	1094	398
733	1096	397
734	1097	395
735	1098	393
736	1099	392
737	1100	390
738	1101	388
739	1102	387
740	1103	385
741	1104	383
742	1105	382
743	1106	380
744	1107	379
745	1108	377
746	1109	375
747	1110	374
748	1111	372
749	1113	371
750	1114	369
751	1115	367
752	1116	366
753	1118	364
754	1119	363
755	1120	361
756	1122	360
757	1123	358
758	1124	357
759	1125	355
760	1127	354
761	1128	352
762	1129	350
763	1131	349
764	1132	347
765	1133	346
766	1134	344
767	1136	343
768	1137	341
769	1138	340
770	1140	338
771	1141	337
772	1142	335
773	1143	333
774	1145	332
775	1146	330
776	1147	329
777	1149	327
778	1150	326
779	1151	324
780	1153	323
781	1154	321
782	1155	320
783	1156	318
784	1157	317
785	1158	315
786	1159	313
787	1161	312
788	1162	310
789	1163	309
790	1164	307
791	1165	306
792	1166	304
793	1167	302
794	1168	301
795	1170	299
796	1171	298
797	1172	296
798	1173	295
799	1175	293
800	1176	292
801	1177	290
802	1179	289
803	1180	287
804	1181	286
805	1182	284
806	1184	283
807	1186	281
808	1187	280
809	1188	278
810	1189	277
811	1190	275
812	1191	274
813	1192	272
814	1193	270
815	1194	269
816	1195	267
817	1196	266
818	1197	264
819	1198	263
820	1199	261
821	1200	260
822	1201	258
823	1202	256
824	1203	255
825	1204	253
826	1206	252
827	1207	250
828	1208	249
829	1210	247
830	1211	246
831	1213	245
832	1215	243
833	1217	242
834	1218	240
835	1219	239
836	1221	237
837	1222	236
838	1223	234
839	1225	233
840	1226	231
841	1227	230
842	1228	228
843	1230	227
844	1231	225
845	1233	224
846	1234	223
847	1235	221
848	1237	220
849	1238	218
850	1239	216
851	1240	215
852	1242	214
853	1243	212
854	1244	211
855	1246	209
856	1247	208
857	1248	206
858	1249	205
859	1251	203
860	1252	202
861	1253	200
862	1254	199
863	1256	197
864	1257	196
865	1258	194
866	1259	193
867	1261	191
868	1262	190
869	1263	188
870	1265	187
871	1266	185
872	1267	184
873	1269	182
874	1270	181
875	1271	180
876	1273	178
877	1274	177
878	1275	175
879	1276	174
880	1278	172
881	1279	171
882	1280	169
883	1281	168
884	1283	166
885	1284	165
886	1285	163
887	1286	162
888	1288	160
889	1289	159
890	1290	157
891	1291	156
892	1292	154
893	1293	153
894	1294	151
895	1295	150
896	1296	148
897	1297	147
898	1298	145
899	1300	144
900	1301	142
901	1302	141
902	1303	140
903	1305	138
904	1306	137
905	1307	135
906	1308	134
907	1309	132
908	1310	131
909	1311	129
910	1312	128
911	1313	126
912	1314	125
913	1315	123
914	1316	122
915	1317	120
916	1318	119
917	1319	117
918	1320	116
919	1321	114
920	1322	113
921	1324	112
922	1325	110
923	1326	109
924	1327	107
925	1328	106
926	1329	104
927	1330	103
928	1331	101
929	1332	100
930	1333	98
931	1335	97
932	1336	95
933	1337	94
934	1338	93
935	1340	91
936	1341	90
937	1342	88
938	1344	87
939	1345	85
940	1346	84
941	1348	83
942	1349	81
943	1350	80
944	1352	78
945	1353	77
946	1354	75
947	1356	74
948	1357	72
949	1358	71
950	1360	70
951	1361	68
952	1362	67
953	1363	65
954	1364	64
955	1366	62
956	1367	61
957	1368	59
958	1369	58
959	1370	57
960	1371	55
961	1373	54
962	1374	52
963	1375	51
964	1376	49
965	1378	48
966	1379	47
967	1380	45
968	1381	44
969	1383	42
970	1384	41
971	1385	39
972	1386	38
973	1388	37
974	1389	35
975	1390	34
976	1392	32
977	1393	31
978	1394	29
979	1395	28
980	1397	27
981	1398	25
982	1399	24
983	1400	22
984	1401	21
985	1402	19
986	1403	18
987	1404	17
988	1405	15
989	1406	14
990	1407	12
991	1408	11
992	1410	9
993	1411	8
994	1412	7
995	1414	5
996	1415	4
997	1416	2
998	1417	1
999	1419	0
